,tweet_id,date_time,lang,user_id,retweeted_id,quoted_id,in_reply_to_id,sentiment_conf,sentiment_label,user_type,gender_label,tweet_text_named_entities,geo_coordinates_lat_lon,geo_country_code,geo_state,geo_county,geo_city,place_bounding_box,place_country_code,place_state,place_county,place_city,user_loc_toponyms,user_loc_country_code,user_loc_state,user_loc_county,user_loc_city,user_profile_description_toponyms,user_profile_description_country_code,user_profile_description_state,user_profile_description_county,user_profile_description_city,tweet_text_toponyms,tweet_text_country_code,tweet_text_state,tweet_text_county,tweet_text_city,geo_coord_latitude,geo_coord_longitude
202051,1254175216470831104,2020-04-25T22:27:27,en,44908060,,,,0.686,1,UNK,,"[{'label': 'PERSON', 'term': 'Cittadella'}, {'label': 'GPE', 'term': 'Victoria'}, {'label': 'GPE', 'term': 'Gozo'}, {'label': 'GPE', 'term': 'Malta'}, {'label': 'CARDINAL', 'term': '29'}, {'label': 'ORG', 'term': 'Ruby Red'}, {'label': 'FAC', 'term': 'Download STL'}]","[35.99324546, 14.41846131]",MT,Northern Region,,,,,,,,"Grand Casablanca, Morocco",MA,,,,,,,,,"['Victoria', 'Gozo', 'Malta']","['AU', 'MT', 'MT']","['Victoria', 'Gozo Region', 'UNK']","['UNK', 'UNK', 'UNK']","['UNK', 'UNK', 'UNK']",35.99324546,14.41846131
202642,1254218379159900163,2020-04-26T01:18:58,fr,423958700,,,,0.684,0,ORG,,"[{'label': 'PERSON', 'term': 'workwear'}, {'label': 'ORG', 'term': 'Ville Nouvelle'}, {'label': 'ORG', 'term': 'Fs'}, {'label': 'ORG', 'term': 'Morocco'}]","[34.037, -5.0027]",MA,,Pachalik du Fes,Fez,"[[[-5.042447, 34.013327], [-5.042447, 34.058368], [-4.968602, 34.058368], [-4.968602, 34.013327]]]",MA,,Pachalik du Fes,arrondissement d'Agdal أكدال,fes,MA,,Pachalik du Fes,Fez,,,,,,,,,,,34.037,-5.0027
202773,1254232133201285120,2020-04-26T02:13:37,en,4416399281,,,,0.516,0,PER,M,"[{'label': 'ORG', 'term': 'midelt morocco'}]","[32.6867, -4.74556]",MA,,Pachalik de Midelt,,"[[[-4.758877, 32.66222], [-4.758877, 32.702031], [-4.724617, 32.702031], [-4.724617, 32.66222]]]",MA,,Pachalik de Midelt,,"Midelt , kingdom of morocco",MA,,Pachalik de Midelt,,,,,,,,,,,,32.6867,-4.74556
203005,1254252877654048768,2020-04-26T03:36:03,en,1100624319711870977,,,,0.501,0,PER,M,,"[37.957899, -121.80466]",US,California,Contra Costa County,Antioch,"[[[-121.860664, 37.945647], [-121.860664, 38.025674], [-121.732224, 38.025674], [-121.732224, 37.945647]]]",US,California,Contra Costa County,Antioch,The 9,MA,,,,,,,,,,,,,,37.957899,-121.80466
203325,1254288818988961793,2020-04-26T05:58:52,en,1100624319711870977,,,,0.789,0,PER,M,,"[37.977965, -121.769109]",US,California,Contra Costa County,Antioch,"[[[-121.860664, 37.945647], [-121.860664, 38.025674], [-121.732224, 38.025674], [-121.732224, 37.945647]]]",US,California,Contra Costa County,Antioch,The 9,MA,,,,,,,,,,,,,,37.977965,-121.769109
204418,1254424283528531969,2020-04-26T14:57:09,tr,1073030016,,,,0.422,1,PER,F,"[{'label': 'ORG', 'term': 'Tizgui Agadir'}, {'label': 'GPE', 'term': 'Morocco'}, {'label': 'PERSON', 'term': 'sonra biraz'}, {'label': 'PERSON', 'term': 'frsatm oldu'}, {'label': 'PERSON', 'term': 'sonra buraya'}, {'label': 'PERSON', 'term': 'Lan ne oluyor falan'}]","[30.6167, -9.48333]",MA,,cercle d'Agadir-Atlantique,,"[[[-9.613092, 30.52768], [-9.613092, 30.656885], [-9.423445, 30.656885], [-9.423445, 30.52768]]]",MA,,cercle d'Agadir-Atlantique,,,,,,,,,,,,['Morocco'],['MA'],['UNK'],['UNK'],['UNK'],30.6167,-9.48333
205031,1254495089134415873,2020-04-26T19:38:31,en,1162681748192411649,,,,0.591,0,UNK,,"[{'label': 'DATE', 'term': 'April 2020'}, {'label': 'ORG', 'term': 'aquarelle watercolor ink'}]","[33.94412984, -6.93577945]",MA,,Pachalik de Harhoura,,"[[[-6.998397, 33.896186], [-6.998397, 33.961961], [-6.910478, 33.961961], [-6.910478, 33.896186]]]",MA,,Pachalik de Harhoura,,Rabat Salé Zemmour Zaër,MA,,pachalik de Rabat,Rabat,['Maroc'],['MA'],['UNK'],['UNK'],['UNK'],,,,,,33.94412984,-6.93577945
205080,1254502316851507200,2020-04-26T20:07:14,en,3950517760,,,,0.661,0,GPE,,"[{'label': 'CARDINAL', 'term': '9D'}]","[43.21127851, -78.81223997]",US,New York,Niagara County,,"[[[-79.76259, 40.477383], [-79.76259, 45.015851], [-71.777492, 45.015851], [-71.777492, 40.477383]]]",US,New York,,,"Agadir, Royaume du Maroc",MA,,,,,,,,,,,,,,43.21127851,-78.81223997
206685,1254743258879721472,2020-04-27T12:04:39,en,65386810,,,,0.646,0,ORG,,"[{'label': 'GPE', 'term': 'Lawrence'}, {'label': 'GPE', 'term': 'Massachusetts'}]","[42.7068, -71.1636]",US,Massachusetts,Essex County,Lawrence,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,"LAWTOWN,MA ",MA,,,,,,,,,"['Lawrence', 'Massachusetts']","['US', 'US']","['South Dakota', 'Massachusetts']","['Lawrence County', 'UNK']","['UNK', 'UNK']",42.7068,-71.1636
207446,1254821485518168065,2020-04-27T17:15:30,en,415681131,,,,0.677,-1,PER,M,"[{'label': 'CARDINAL', 'term': '19'}, {'label': 'GPE', 'term': 'Morocco'}, {'label': 'DATE', 'term': 'today'}, {'label': 'GPE', 'term': 'ramadan2020'}, {'label': 'CARDINAL', 'term': '19'}, {'label': 'PERSON', 'term': 'Les Borjs de la Kasbah'}]","[31.61319751, -7.98609373]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"[[[-8.013858, 31.573062], [-8.013858, 31.619827], [-7.964692, 31.619827], [-7.964692, 31.573062]]]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"Marrakesh, Morocco",MA,,Pachalik de Marrakech,Marrakesh,['medina'],['SA'],['Al Madinah Region'],['UNK'],['UNK'],['Morocco'],['MA'],['UNK'],['UNK'],['UNK'],31.61319751,-7.98609373
208379,1254928494540226561,2020-04-28T00:20:43,en,267944588,,,,0.685,0,PER,F,"[{'label': 'COVID-Entity', 'term': 'Coronavirus'}, {'label': 'CARDINAL', 'term': '6'}, {'label': 'DATE', 'term': 'week 6'}, {'label': 'COVID-Entity', 'term': 'Coronavirus'}]","[32.33418445, -6.36137366]",MA,,Pachalik de Beni Mellal,Beni Mellal,"[[[-6.419619, 32.301479], [-6.419619, 32.367932], [-6.310781, 32.367932], [-6.310781, 32.301479]]]",MA,,Pachalik de Beni Mellal,Beni Mellal,,,,,,,,,,,,,,,,32.33418445,-6.36137366
209958,1255151568099389440,2020-04-28T15:07:08,en,85393640,,,,0.418,0,GPE,,"[{'label': 'DATE', 'term': 'a day'}]","[33.28224458, -8.38453664]",MA,,cercle de Haouzia,,"[[[-8.493799, 33.096798], [-8.493799, 33.318677], [-8.336896, 33.318677], [-8.336896, 33.096798]]]",MA,,cercle de Haouzia,,El Jadida Morocco ,MA,,,El Jadida,"['Unique Beach', 'Golf Resort']","['PE', 'MY']","['Lima', 'Pahang']","['UNK', 'UNK']","['Lurín', 'UNK']",,,,,,33.28224458,-8.38453664
210851,1255241677150846976,2020-04-28T21:05:11,es,1689240224,,,,0.626,-1,PER,F,"[{'label': 'LOC', 'term': 'Posadas City Sol'}, {'label': 'LOC', 'term': 'Abril 2020'}, {'label': 'COVID-Entity', 'term': 'Coronavirus'}, {'label': 'PERSON', 'term': 'Dengue Misiones'}]","[-27.37286091, -55.94852078]",AR,Misiones,,Posadas,"[[[-55.959513, -27.45917], [-55.959513, -27.350172], [-55.859909, -27.350172], [-55.859909, -27.45917]]]",AR,Misiones,,Posadas,Arg,MA,,cercle d'Asni,,,,,,,"['Posadas City Sol', 'Abril 2020']","['AR', 'MX']","['Misiones', 'Jalisco']","['UNK', 'Ocotlán']","['Posadas', 'Ocotlán']",-27.37286091,-55.94852078
212438,1255455880348401665,2020-04-29T11:16:21,en,47098909,,,,0.693,-1,ORG,,"[{'label': 'CARDINAL', 'term': '19'}, {'label': 'GPE', 'term': 'Casablanca'}, {'label': 'GPE', 'term': 'Morocco'}]","[33.5942, -7.6193]",MA,,Pachalik de Casablanca,Casablanca,"[[[-7.63981, 33.582683], [-7.63981, 33.620683], [-7.579696, 33.620683], [-7.579696, 33.582683]]]",MA,,préfecture d'arrondissements de Casablanca-Anfa عمالة مقاطعات الدار البيضاء أنفا,Casablanca,casablanca,MA,,,,,,,,,"['Casablanca', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",33.5942,-7.6193
212498,1255461241373499394,2020-04-29T11:37:39,ar,1253089825,,,,0.589,1,UNK,,,"[34.67603148, -1.91352935]",MA,,Pachalik d'Oujda باشوية وجدة,Oujda,"[[[-1.9652, 34.644211], [-1.9652, 34.742276], [-1.852947, 34.742276], [-1.852947, 34.644211]]]",MA,,Pachalik d'Oujda باشوية وجدة,Oujda,oujda,MA,,Pachalik d'Oujda باشوية وجدة,Oujda,,,,,,,,,,,34.67603148,-1.91352935
212568,1255471451529977861,2020-04-29T12:18:14,en,101788903,,,,0.47,1,PER,F,"[{'label': 'CARDINAL', 'term': '8A'}, {'label': 'PERSON', 'term': 'MissingYou StayPositive'}, {'label': 'CARDINAL', 'term': '9'}, {'label': 'CARDINAL', 'term': '8D5E'}]","[31.62099962, -7.99721039]",MA,,Pachalik de Marrakech,arrondissement de Marrakech-Medina مراكش المدينة,"[[[-8.002419, 31.61341], [-8.002419, 31.645412], [-7.969285, 31.645412], [-7.969285, 31.61341]]]",MA,,Pachalik de Marrakech,arrondissement de Marrakech-Medina مراكش المدينة,"Marrakech, Morocco",MA,,Pachalik de Marrakech,,,,,,,,,,,,31.62099962,-7.99721039
212835,1255499474195152899,2020-04-29T14:09:35,en,415681131,,,,0.65,1,PER,M,"[{'label': 'GPE', 'term': 'Marrakech'}, {'label': 'GPE', 'term': 'Morocco'}, {'label': 'PERSON', 'term': 'Les Borjs'}]","[31.61319751, -7.98609373]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"[[[-8.013858, 31.573062], [-8.013858, 31.619827], [-7.964692, 31.619827], [-7.964692, 31.573062]]]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"Marrakesh, Morocco",MA,,Pachalik de Marrakech,Marrakesh,['medina'],['SA'],['Al Madinah Region'],['UNK'],['UNK'],"['Marrakech', 'Morocco']","['MA', 'MA']","['UNK', 'UNK']","['Pachalik de Marrakech', 'UNK']","['UNK', 'UNK']",31.61319751,-7.98609373
213799,1255597641800572928,2020-04-29T20:39:40,en,103869438,,,,0.864,-1,UNK,,"[{'label': 'GPE', 'term': 'Hamburg'}]","[53.65, 10]",DE,,,Hamburg,"[[[8.42016, 53.395118], [8.42016, 53.964655], [10.325199, 53.964655], [10.325199, 53.395118]]]",DE,,,Hamburg,"Rabat , Morocco",MA,,,,,,,,,['Hamburg'],['DE'],['UNK'],['UNK'],['Hamburg'],53.65,10.0
214291,1255645015562428417,2020-04-29T23:47:55,ar,440384983,,,,0.836,1,PER,F,"[{'label': 'ORG', 'term': 'afrique maroc oriental oujda mars2020'}]","[34.6871, -1.9121]",MA,,Pachalik d'Oujda باشوية وجدة,Oujda,"[[[-1.9652, 34.644211], [-1.9652, 34.742276], [-1.852947, 34.742276], [-1.852947, 34.644211]]]",MA,,Pachalik d'Oujda باشوية وجدة,Oujda,"OUJDA MOROCCO , وجدة المغرب",MA,,Pachalik d'Oujda باشوية وجدة,Oujda,,,,,,,,,,,34.6871,-1.9121
214356,1255651915536400385,2020-04-30T00:15:20,fr,415681131,,,,0.627,0,PER,M,"[{'label': 'PERSON', 'term': 'staysafe stayhealthy coronavirus lesborjsdelakasbah'}, {'label': 'MISC', 'term': 'Les Borjs de la Kasbah'}]","[31.61319751, -7.98609373]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"[[[-8.013858, 31.573062], [-8.013858, 31.619827], [-7.964692, 31.619827], [-7.964692, 31.573062]]]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"Marrakesh, Morocco",MA,,Pachalik de Marrakech,Marrakesh,['medina'],['SA'],['Al Madinah Region'],['UNK'],['UNK'],,,,,,31.61319751,-7.98609373
214614,1255677642940047365,2020-04-30T01:57:34,fr,107754166,,,,0.73,1,ORG,,"[{'label': 'COVID-Entity', 'term': 'Covid 19'}]","[33.9865, -6.8517]",MA,,pachalik de Rabat,Rabat,"[[[-6.897168, 33.929195], [-6.897168, 34.021332], [-6.835422, 34.021332], [-6.835422, 33.929195]]]",MA,,pachalik de Rabat,Rabat,rabat Maroc,MA,,,,"['Rabat', 'Maroc']","['MA', 'MA']","['UNK', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",,,,,,33.9865,-6.8517
214620,1255678595252596737,2020-04-30T02:01:21,fr,107754166,,,,0.418,1,ORG,,"[{'label': 'MISC', 'term': 'Marre du confinement'}, {'label': 'COVID-Entity', 'term': 'Covid 19'}, {'label': 'MISC', 'term': 'A lavenir'}, {'label': 'MISC', 'term': 'A'}]","[33.9865, -6.8517]",MA,,pachalik de Rabat,Rabat,"[[[-6.897168, 33.929195], [-6.897168, 34.021332], [-6.835422, 34.021332], [-6.835422, 33.929195]]]",MA,,pachalik de Rabat,Rabat,rabat Maroc,MA,,,,"['Rabat', 'Maroc']","['MA', 'MA']","['UNK', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",,,,,,33.9865,-6.8517
216982,1255981136779472897,2020-04-30T22:03:32,en,415681131,,,,0.793,1,PER,M,"[{'label': 'DATE', 'term': 'Today'}, {'label': 'CARDINAL', 'term': '19'}, {'label': 'GPE', 'term': 'Morocco'}, {'label': 'DATE', 'term': 'the 19th of March'}]","[31.61319751, -7.98609373]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"[[[-8.013858, 31.573062], [-8.013858, 31.619827], [-7.964692, 31.619827], [-7.964692, 31.573062]]]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"Marrakesh, Morocco",MA,,Pachalik de Marrakech,Marrakesh,['medina'],['SA'],['Al Madinah Region'],['UNK'],['UNK'],['Morocco'],['MA'],['UNK'],['UNK'],['UNK'],31.61319751,-7.98609373
217267,1256016142755381249,2020-05-01T00:22:38,fr,1029037374897049602,,,,0.863,-1,ORG,,"[{'label': 'COVID-Entity', 'term': 'Coronavirus'}, {'label': 'LOC', 'term': 'Maroc'}, {'label': 'LOC', 'term': 'Immobiliovous'}]","[32, -6]",MA,,cercle d'Ouaouizeght,,"[[[-6.329553, 31.898247], [-6.329553, 32.113073], [-5.975889, 32.113073], [-5.975889, 31.898247]]]",MA,,cercle d'Ouaouizeght,,"Grand Casablanca, Morocco",MA,,,,['Maroc'],['MA'],['UNK'],['UNK'],['UNK'],['Maroc'],['MA'],['UNK'],['UNK'],['UNK'],32.0,-6.0
217279,1256019967461322752,2020-05-01T00:37:50,en,95709805,,,,0.535,0,ORG,,"[{'label': 'DATE', 'term': 'a month'}, {'label': 'GPE', 'term': 'Philadelphia'}, {'label': 'GPE', 'term': 'Pennsylvania'}]","[39.9527, -75.1651]",US,Pennsylvania,Philadelphia County,Philadelphia,"[[[-75.280284, 39.871811], [-75.280284, 40.13792], [-74.955712, 40.13792], [-74.955712, 39.871811]]]",US,Pennsylvania,Philadelphia County,Philadelphia,MA,MA,,,,,,,,,"['Philadelphia', 'Pennsylvania']","['US', 'US']","['New York', 'Pennsylvania']","['Jefferson County', 'UNK']","['UNK', 'UNK']",39.9527,-75.1651
218598,1256224148428382208,2020-05-01T14:09:11,en,53031582,,,,0.567,0,UNK,,"[{'label': 'CARDINAL', 'term': '1'}, {'label': 'CARDINAL', 'term': '25'}, {'label': 'CARDINAL', 'term': '20'}, {'label': 'PERSON', 'term': 'brillant'}, {'label': 'GPE', 'term': 'Morocco'}, {'label': 'PERSON', 'term': 'Salaheddine Bouanani S Din'}, {'label': 'PERSON', 'term': 'S Din'}]","[40.58467343, -73.95813156]",US,New York,,New York,"[[[-74.041878, 40.570842], [-74.041878, 40.739434], [-73.855673, 40.739434], [-73.855673, 40.570842]]]",US,New York,,New York,"Asilah, Morocco",MA,,Pachalik d'Assilah باشوية أصيلة,Asilah,,,,,,['Morocco'],['MA'],['UNK'],['UNK'],['UNK'],40.58467343,-73.95813156
218608,1256225222182789123,2020-05-01T14:13:27,en,53031582,,,,0.567,0,UNK,,"[{'label': 'CARDINAL', 'term': '1'}, {'label': 'CARDINAL', 'term': '25'}, {'label': 'CARDINAL', 'term': '20'}, {'label': 'PERSON', 'term': 'brillant'}, {'label': 'GPE', 'term': 'Morocco'}, {'label': 'PERSON', 'term': 'Salaheddine Bouanani S Din'}, {'label': 'PERSON', 'term': 'S Din'}]","[40.71270142, -74.00589108]",US,New York,New York County,New York,"[[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]",US,New York,New York County,New York,"Asilah, Morocco",MA,,Pachalik d'Assilah باشوية أصيلة,Asilah,,,,,,['Morocco'],['MA'],['UNK'],['UNK'],['UNK'],40.71270142,-74.00589108
218624,1256227256759975939,2020-05-01T14:21:32,en,415681131,,,,0.793,1,PER,M,"[{'label': 'DATE', 'term': 'Today'}, {'label': 'CARDINAL', 'term': '19'}, {'label': 'GPE', 'term': 'Morocco'}, {'label': 'DATE', 'term': 'the 19th of March'}]","[31.61319751, -7.98609373]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"[[[-8.013858, 31.573062], [-8.013858, 31.619827], [-7.964692, 31.619827], [-7.964692, 31.573062]]]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"Marrakesh, Morocco",MA,,Pachalik de Marrakech,Marrakesh,['medina'],['SA'],['Al Madinah Region'],['UNK'],['UNK'],['Morocco'],['MA'],['UNK'],['UNK'],['UNK'],31.61319751,-7.98609373
218628,1256228115556245507,2020-05-01T14:24:56,en,53031582,,,,0.567,0,UNK,,"[{'label': 'CARDINAL', 'term': '1'}, {'label': 'CARDINAL', 'term': '25'}, {'label': 'CARDINAL', 'term': '20'}, {'label': 'PERSON', 'term': 'brillant'}, {'label': 'GPE', 'term': 'Morocco'}, {'label': 'PERSON', 'term': 'Salaheddine Bouanani S Din'}, {'label': 'PERSON', 'term': 'S Din'}]","[40.71270142, -74.00589108]",US,New York,New York County,New York,"[[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]",US,New York,New York County,New York,"Asilah, Morocco",MA,,Pachalik d'Assilah باشوية أصيلة,Asilah,,,,,,['Morocco'],['MA'],['UNK'],['UNK'],['UNK'],40.71270142,-74.00589108
219164,1256296734101135360,2020-05-01T18:57:36,en,1100624319711870977,,,1.2562965355678966e+18,0.611,0,PER,M,,"[38.018336, -121.946724]",US,California,Contra Costa County,,"[[[-121.992675, 38.01551], [-121.992675, 38.054858], [-121.927114, 38.054858], [-121.927114, 38.01551]]]",US,California,Contra Costa County,,The 9,MA,,,,,,,,,,,,,,38.018336,-121.946724
219173,1256298189331685378,2020-05-01T19:03:23,en,1100624319711870977,,,,0.685,0,PER,M,,"[38.018339, -121.946727]",US,California,Contra Costa County,,"[[[-121.992675, 38.01551], [-121.992675, 38.054858], [-121.927114, 38.054858], [-121.927114, 38.01551]]]",US,California,Contra Costa County,,The 9,MA,,,,,,,,,,,,,,38.018339,-121.946727
219499,1256338769168396289,2020-05-01T21:44:38,en,65386810,,,,0.926,-1,ORG,,"[{'label': 'PERSON', 'term': 'Lockdown'}, {'label': 'GPE', 'term': 'Massachusetts'}]","[42.7068, -71.1636]",US,Massachusetts,Essex County,Lawrence,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,"LAWTOWN,MA ",MA,,,,,,,,,['Massachusetts'],['US'],['Massachusetts'],['UNK'],['UNK'],42.7068,-71.1636
219954,1256400029406855168,2020-05-02T01:48:04,en,1605129534,,,,0.921,0,UNK,,"[{'label': 'CARDINAL', 'term': '333'}, {'label': 'GPE', 'term': 'New York'}]","[43, -75]",US,New York,Herkimer County,,"[[[-79.76259, 40.477383], [-79.76259, 45.015851], [-71.777492, 45.015851], [-71.777492, 40.477383]]]",US,New York,,,"Agadir, Royaume du Maroc",MA,,,,,,,,,['New York'],['US'],['New York'],['UNK'],['UNK'],43.0,-75.0
220890,1256559022616051712,2020-05-02T12:19:51,en,101788903,,,,0.531,1,PER,F,"[{'label': 'PERSON', 'term': 'MissingYou StayPositive'}, {'label': 'CARDINAL', 'term': '9'}, {'label': 'CARDINAL', 'term': '8D5E'}]","[31.62099962, -7.99721039]",MA,,Pachalik de Marrakech,arrondissement de Marrakech-Medina مراكش المدينة,"[[[-8.002419, 31.61341], [-8.002419, 31.645412], [-7.969285, 31.645412], [-7.969285, 31.61341]]]",MA,,Pachalik de Marrakech,arrondissement de Marrakech-Medina مراكش المدينة,"Marrakech, Morocco",MA,,Pachalik de Marrakech,,,,,,,,,,,,31.62099962,-7.99721039
221596,1256645088018653184,2020-05-02T18:01:50,en,53031582,,,,0.509,0,UNK,,"[{'label': 'ORG', 'term': 'Coronavirus Mixed'}, {'label': 'QUANTITY', 'term': '50 30 cm'}]","[35.3719, -5.97444]",MA,,cercle d'Assilah دائرة أصيلة,,"[[[-6.022814, 35.304687], [-6.022814, 35.439616], [-5.914633, 35.439616], [-5.914633, 35.304687]]]",MA,,cercle d'Assilah دائرة أصيلة,,"Asilah, Morocco",MA,,Pachalik d'Assilah باشوية أصيلة,Asilah,,,,,,,,,,,35.3719,-5.97444
221885,1256687343379124228,2020-05-02T20:49:45,en,187003824,,,,0.758,1,PER,M,"[{'label': 'PERSON', 'term': 'getbit freshwaterfishing'}, {'label': 'PERSON', 'term': 'Falls Pond'}]","[41.97139031, -71.31941798]",US,Massachusetts,Bristol County,,"[[[-71.381728, 41.914734], [-71.381728, 42.014991], [-71.268541, 42.014991], [-71.268541, 41.914734]]]",US,Massachusetts,Bristol County,,Ma,MA,,,,,,,,,,,,,,41.97139031,-71.31941798
221888,1256687873123921921,2020-05-02T20:51:51,en,2737818411,,,,0.832,1,UNK,,"[{'label': 'GPE', 'term': 'New York'}, {'label': 'GPE', 'term': 'New York'}]","[40.7142, -74.0064]",US,New York,New York County,New York,"[[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]",US,New York,New York County,New York,I Dont Know,MA,,Pachalik de Méchouar Fès Jdid,,,,,,,"['New York', 'New York']","['US', 'US']","['New York', 'New York']","['UNK', 'UNK']","['UNK', 'UNK']",40.7142,-74.0064
221945,1256695605876924417,2020-05-02T21:22:35,en,1240356108,,,,0.812,1,PER,F,"[{'label': 'DATE', 'term': 'a gorgeous day'}, {'label': 'PERSON', 'term': 'Brook Woods'}]","[41.5708798, -71.01724254]",US,Massachusetts,Bristol County,,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,MA,MA,,,,,,,,,,,,,,41.5708798,-71.01724254
222947,1256877409904844800,2020-05-03T09:25:00,en,37745574,,,,0.478,0,PER,M,"[{'label': 'DATE', 'term': 'today 8'}, {'label': 'GPE', 'term': 'NYC'}, {'label': 'DATE', 'term': 'a couple years'}]","[40.7142, -74.0064]",US,New York,New York County,New York,"[[[-74.026675, 40.683935], [-74.026675, 40.877483], [-73.910408, 40.877483], [-73.910408, 40.683935]]]",US,New York,New York County,New York,ma,MA,,,,,,,,,['NYC'],['US'],['New York'],['UNK'],['New York'],40.7142,-74.0064
224078,1257010867822047237,2020-05-03T18:15:19,en,2815641686,,,,0.846,1,PER,F,"[{'label': 'COVID-Entity', 'term': 'Covid'}, {'label': 'DATE', 'term': 'next year'}]","[32, -6]",MA,,cercle d'Ouaouizeght,,"[[[-6.329553, 31.898247], [-6.329553, 32.113073], [-5.975889, 32.113073], [-5.975889, 31.898247]]]",MA,,cercle d'Ouaouizeght,,Morocco,MA,,,,,,,,,,,,,,32.0,-6.0
224918,1257133849781374976,2020-05-04T02:24:00,en,793469616651661316,,,,0.716,1,PER,M,"[{'label': 'COVID-Entity', 'term': 'Corona'}]","[31.13483563, -7.91937098]",MA,,cercle d'Asni,,"[[[-8.03358, 31.044272], [-8.03358, 31.28481], [-7.799687, 31.28481], [-7.799687, 31.044272]]]",MA,,cercle d'Asni,,Atlas Mountains Morocco,MA,,cercle de Taliouine,,"['Morocco', 'Mountain Biking', 'Marrakech']","['MA', 'US', 'MA']","['UNK', 'California', 'UNK']","['UNK', 'Riverside County', 'Pachalik de Marrakech']","['UNK', 'UNK', 'UNK']",,,,,,31.13483563,-7.91937098
224925,1257134390301335553,2020-05-04T02:26:09,en,793469616651661316,,,,0.528,1,PER,M,"[{'label': 'LOC', 'term': 'the Atlas mountains'}, {'label': 'COVID-Entity', 'term': 'COVID'}, {'label': 'CARDINAL', 'term': '19'}]","[31.13483563, -7.91937098]",MA,,cercle d'Asni,,"[[[-8.03358, 31.044272], [-8.03358, 31.28481], [-7.799687, 31.28481], [-7.799687, 31.044272]]]",MA,,cercle d'Asni,,Atlas Mountains Morocco,MA,,cercle de Taliouine,,"['Morocco', 'Mountain Biking', 'Marrakech']","['MA', 'US', 'MA']","['UNK', 'California', 'UNK']","['UNK', 'Riverside County', 'Pachalik de Marrakech']","['UNK', 'UNK', 'UNK']",['the Atlas mountains'],['MA'],['UNK'],['cercle de Taliouine'],['UNK'],31.13483563,-7.91937098
226235,1257326694626541568,2020-05-04T15:10:18,es,255020622,,,,0.522,0,CARDINAL,,"[{'label': 'LOC', 'term': 'Chefchaouen'}]","[35.1714, -5.26972]",MA,,,,"[[[-5.290343, 35.151027], [-5.290343, 35.183324], [-5.249494, 35.183324], [-5.249494, 35.151027]]]",MA,,,,,,,,,,,,,,['Chefchaouen'],['MA'],['UNK'],['UNK'],['UNK'],35.1714,-5.26972
226290,1257332337047724032,2020-05-04T15:32:43,en,90497137,,,,0.829,0,PER,M,"[{'label': 'PERSON', 'term': 'Goodnough Dike'}]","[42.2975, -72.2989]",US,Massachusetts,Hampshire County,,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,MA,MA,,,,,,,,,,,,,,42.2975,-72.2989
