,tweet_id,date_time,lang,user_id,retweeted_id,quoted_id,in_reply_to_id,sentiment_conf,sentiment_label,user_type,gender_label,tweet_text_named_entities,geo_coordinates_lat_lon,geo_country_code,geo_state,geo_county,geo_city,place_bounding_box,place_country_code,place_state,place_county,place_city,user_loc_toponym,user_loc_country_code,user_loc_state,user_loc_county,user_loc_city,User_profile_description_toponyms,user_profile_description_country_code,user_profile_description_state,user_profile_description_county,user_profile_description_city,tweet_text_toponyms,tweet_text_country_code,tweet_text_state,tweet_text_county,tweet_text_city,geo_coord_latitude,geo_coord_longitude
2336213,1224195885967577088,2020-02-03T05:00:18,en,1316862031,,,,0.793,0,UNK,,"[{'label': 'ORG', 'term': 'aljazeera Stress'}]","[52.232222, 21.008333]",PL,Masovian Voivodeship,,Warsaw,"[[[20.852552, 52.097709], [20.852552, 52.367962], [21.271028, 52.367962], [21.271028, 52.097709]]]",PL,Masovian Voivodeship,,Warsaw,,,,,,,,,,,,,,,,52.232222,21.008333
2342508,1224198082251972609,2020-02-03T05:09:01,es,485972717,,,,0.835,0,PER,F,"[{'label': 'MISC', 'term': 'ACTUALIZACIN 1'}, {'label': 'LOC', 'term': 'NewYork'}, {'label': 'LOC', 'term': 'EEUU'}]","[40.6902211, -73.84641406]",US,New York,,New York,"[[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]]",US,New York,,New York,España,ES,,,,['Ecuador'],['EC'],['UNK'],['UNK'],['UNK'],"['NewYork', 'EEUU']","['JP', 'CL']","['UNK', 'Maule Region']","['UNK', 'Provincia de Linares']","['Bunkyo', 'Linares']",40.6902211,-73.84641406
2349270,1224200572842250241,2020-02-03T05:18:55,in,3166208880,,,,0.733,1,PER,M,"[{'label': 'PERSON', 'term': 'Berita Baik'}, {'label': 'PERSON', 'term': 'Pada Bulan Ini Kami sentiasa komited untuk menyediakan perlindungan yang'}]","[3.12746757, 101.67879592]",MY,,,Kuala Lumpur,"[[[101.668232, 3.104906], [101.668232, 3.192155], [101.742378, 3.192155], [101.742378, 3.104906]]]",MY,,,Kuala Lumpur,,,,,,,,,,,,,,,,3.12746757,101.67879592
2350601,1224201096077500416,2020-02-03T05:21:00,en,394421259,,,,0.421,-1,PER,F,"[{'label': 'GPE', 'term': 'China'}, {'label': 'MONEY', 'term': 'US$173 billion'}, {'label': 'NORP', 'term': 'Chinese'}]","[14.63927286, 121.03634781]",PH,,,Quezon City,"[[[120.989705, 14.589376], [120.989705, 14.776648], [121.135766, 14.776648], [121.135766, 14.589376]]]",PH,,,Quezon City,"Manila, Philippines",PH,,,Manila,,,,,,['China'],['CN'],['UNK'],['UNK'],['UNK'],14.63927286,121.03634781
2351432,1224201389766840321,2020-02-03T05:22:10,es,172460644,,,,0.55,0,PER,M,"[{'label': 'MISC', 'term': 'Coronavirus en China'}, {'label': 'LOC', 'term': 'China'}]","[30.52502419, 114.35014953]",CN,Hubei,,Hongshan District,"[[[108.376083, 29.054997], [108.376083, 33.266266], [116.13472, 33.266266], [116.13472, 29.054997]]]",CN,Hubei,,,"Lima, Peru",PE,Lima,,,,,,,,['China'],['CN'],['UNK'],['UNK'],['UNK'],30.52502419,114.35014953
2362933,1224205600839602177,2020-02-03T05:38:54,en,1043099688,,,,0.553,0,PER,M,"[{'label': 'GPE', 'term': 'Thailand'}, {'label': 'CARDINAL', 'term': 'two'}, {'label': 'GPE', 'term': 'Wuhan'}, {'label': 'ORG', 'term': 's Health Ministry'}, {'label': 'GPE', 'term': 'Chinatown'}, {'label': 'GPE', 'term': 'Milan'}]","[45.48138889, 9.17666667]",IT,Lombardy,Milan,Milan,"[[[9.040628, 45.386726], [9.040628, 45.535964], [9.278045, 45.535964], [9.278045, 45.386726]]]",IT,Lombardy,Milan,,,,,,,"['Refractive Surgery', 'Macula', 'Retina']","['IN', 'OM', 'ES']","['Maharashtra', 'Ash Sharqiyah South', 'Castile and León']","['Aurangabad', 'UNK', 'Ávila']","['Aurangabad', 'UNK', 'UNK']","['Thailand', 'Wuhan', 'Chinatown', 'Milan']","['TH', 'CN', 'US', 'IT']","['UNK', 'Hubei', 'California', 'Lombardy']","['UNK', ""Jiang'an District"", 'Los Angeles County', 'Milan']","['UNK', 'Wuhan', 'Los Angeles', 'UNK']",45.48138889,9.17666667
2378743,1224211543895748608,2020-02-03T06:02:31,en,3488842692,,,,0.371,1,PER,M,"[{'label': 'DATE', 'term': 'Today'}, {'label': 'NORP', 'term': 'Chinese'}, {'label': 'GPE', 'term': 'US'}, {'label': 'QUANTITY', 'term': '15km in the morning'}]","[38.5467, -121.74458]",US,California,Yolo County,,"[[[-121.803252, 38.526843], [-121.803252, 38.590264], [-121.675074, 38.590264], [-121.675074, 38.526843]]]",US,California,Yolo County,,"Los Angeles County, California",US,California,Los Angeles County,,,,,,,['US'],['US'],['UNK'],['UNK'],['UNK'],38.5467,-121.74458
2379537,1224211806962376704,2020-02-03T06:03:34,en,46717886,,,,0.612,0,UNK,,"[{'label': 'GPE', 'term': 'China'}, {'label': 'DATE', 'term': '8 Days'}, {'label': 'CARDINAL', 'term': 'Two'}, {'label': 'DATE', 'term': '4 Days'}]","[8.96389499, 7.42936372]",NG,Federal Capital Territory,Municipal Area Council,,"[[[6.778614, 8.45044], [6.778614, 9.434527], [7.727478, 9.434527], [7.727478, 8.45044]]]",NG,Federal Capital Territory,,,Lagos Nigeria ,NG,,,,,,,,,['China'],['CN'],['UNK'],['UNK'],['UNK'],8.96389499,7.42936372
2380680,1224212205568172032,2020-02-03T06:05:09,en,1567374522,,,,0.407,1,ORG,,"[{'label': 'GPE', 'term': 'China'}, {'label': 'DATE', 'term': '10 days'}, {'label': 'ORG', 'term': 'WORLD NEWS China'}, {'label': 'DATE', 'term': '10 days'}, {'label': 'GPE', 'term': 'Wuhan'}]","[30.52502419, 114.35014953]",CN,Hubei,,Hongshan District,"[[[108.376083, 29.054997], [108.376083, 33.266266], [116.13472, 33.266266], [116.13472, 29.054997]]]",CN,Hubei,,,"Jammu, Jammu And Kashmir",IN,Jammu and Kashmir,Jammu Division,Jammu,,,,,,"['China', 'Wuhan']","['CN', 'CN']","['UNK', 'Hubei']","['UNK', ""Jiang'an District""]","['UNK', 'Wuhan']",30.52502419,114.35014953
2385859,1224214199469072385,2020-02-03T06:13:04,en,1316862031,,,,0.812,0,UNK,,"[{'label': 'PERSON', 'term': 'aljazeera Timeline'}, {'label': 'GPE', 'term': 'Chinas'}]","[52.232222, 21.008333]",PL,Masovian Voivodeship,,Warsaw,"[[[20.852552, 52.097709], [20.852552, 52.367962], [21.271028, 52.367962], [21.271028, 52.097709]]]",PL,Masovian Voivodeship,,Warsaw,,,,,,,,,,,['Chinas'],['CO'],['Cauca'],['Páez'],['UNK'],52.232222,21.008333
2400802,1224219736923394048,2020-02-03T06:35:04,tr,917361726873591809,,,,0.645,-1,ORG,,"[{'label': 'DATE', 'term': '2019'}, {'label': 'ORG', 'term': 'Yeni Coronavirus'}, {'label': 'PERSON', 'term': 'Baklk'}, {'label': 'PERSON', 'term': 'gl tutmaya'}, {'label': 'GPE', 'term': 'wuhan'}]","[38.39608241, 26.99576981]",TR,,,,"[[[26.723167, 38.283203], [26.723167, 38.532658], [27.289855, 38.532658], [27.289855, 38.283203]]]",TR,,,,"Narlıdere, İzmir",TR,,,,,,,,,['wuhan'],['CN'],['Hubei'],"[""Jiang'an District""]",['Wuhan'],38.39608241,26.99576981
2401082,1224219838396141568,2020-02-03T06:35:29,en,156646350,,,,0.868,-1,PER,M,"[{'label': 'PERSON', 'term': 'beerpong lasvegas osheaslasvegas O Sheas Casino'}]","[36.11823, -115.17192]",US,Nevada,Clark County,Las Vegas,"[[[-115.209254, 35.984784], [-115.209254, 36.137145], [-115.061076, 36.137145], [-115.061076, 35.984784]]]",US,Nevada,Clark County,,,,,,,,,,,,,,,,,36.11823,-115.17192
2401134,1224219855882088448,2020-02-03T06:35:33,en,185789961,,,,0.795,-1,ORG,,"[{'label': 'NORP', 'term': 'Chinese'}]","[45.63697547, -73.56726563]",CA,Quebec,Urban agglomeration of Montreal,Montreal,"[[[-73.972965, 45.410095], [-73.972965, 45.705566], [-73.473085, 45.705566], [-73.473085, 45.410095]]]",CA,Quebec,,,Worldwide,GB,England,Greater Manchester,Manchester,,,,,,,,,,,45.63697547,-73.56726563
2413229,1224224091613335553,2020-02-03T06:52:23,en,296397227,,,,0.568,0,UNK,,"[{'label': 'GPE', 'term': 'Dublin'}, {'label': 'GPE', 'term': 'Ireland'}]","[53.3476, -6.2591]",IE,,,Dublin,"[[[-6.387438, 53.298745], [-6.387438, 53.41106], [-6.107805, 53.41106], [-6.107805, 53.298745]]]",IE,,County Dublin,Dublin,Dublin,IE,,County Dublin,,,,,,,"['Dublin', 'Ireland']","['IE', 'IE']","['UNK', 'UNK']","['County Dublin', 'UNK']","['UNK', 'UNK']",53.3476,-6.2591
2419908,1224226330184765440,2020-02-03T07:01:16,en,73672052,,,,0.707,-1,UNK,,"[{'label': 'ORG', 'term': 'Coronavirus Wuhan diary Living'}]","[55.852472, -4.309626]",GB,Scotland,Glasgow City,Glasgow,"[[[-4.393285, 55.796184], [-4.393285, 55.920421], [-4.090218, 55.920421], [-4.090218, 55.796184]]]",GB,Scotland,Glasgow City,Glasgow,"46 869100,103 848242",US,Georgia,Treutlen County,,,,,,,,,,,,55.852472,-4.309626
2420782,1224226649580851200,2020-02-03T07:02:32,en,208056970,,,,0.891,-1,PER,F,"[{'label': 'ORG', 'term': 'UTC'}, {'label': 'ORG', 'term': 'THVN'}, {'label': 'ORG', 'term': 'HK'}, {'label': 'COVID-Entity', 'term': 'Coronavirus'}, {'label': 'GPE', 'term': 'Hong Kong'}, {'label': 'ORG', 'term': 'View'}]","[13.76598429, 100.67705078]",TH,Bangkok,Saphan Sung District,Saphan Sung Subdistrict,"[[[100.658652, 13.730883], [100.658652, 13.798185], [100.71656, 13.798185], [100.71656, 13.730883]]]",TH,Bangkok,Saphan Sung District,Saphan Sung Subdistrict,WORLDWIDE,GB,England,Greater Manchester,Manchester,,,,,,['Hong Kong'],['CN'],['Hong Kong'],['UNK'],['UNK'],13.76598429,100.67705078
2420796,1224226652663627777,2020-02-03T07:02:33,en,208056970,,,,0.734,-1,PER,F,"[{'label': 'ORG', 'term': 'UTC'}, {'label': 'ORG', 'term': 'THVN'}, {'label': 'ORG', 'term': 'Hong Kong Medical Workers Threaten Strike Unless Border Closed'}, {'label': 'COVID-Entity', 'term': 'Coronavirus'}, {'label': 'CARDINAL', 'term': 'Over 15,000'}, {'label': 'GPE', 'term': 'Hong Kong'}, {'label': 'DATE', 'term': 'Wednesday'}, {'label': 'GPE', 'term': 'China'}]","[13.76598429, 100.67705078]",TH,Bangkok,Saphan Sung District,Saphan Sung Subdistrict,"[[[100.658652, 13.730883], [100.658652, 13.798185], [100.71656, 13.798185], [100.71656, 13.730883]]]",TH,Bangkok,Saphan Sung District,Saphan Sung Subdistrict,WORLDWIDE,GB,England,Greater Manchester,Manchester,,,,,,"['Hong Kong', 'China']","['CN', 'CN']","['Hong Kong', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",13.76598429,100.67705078
2420800,1224226653926150144,2020-02-03T07:02:33,en,208056970,,,,0.801,-1,PER,F,"[{'label': 'ORG', 'term': 'UTC'}, {'label': 'ORG', 'term': 'THVN'}, {'label': 'GPE', 'term': 'Hong Kong'}, {'label': 'GPE', 'term': 'Wuhan'}, {'label': 'GPE', 'term': 'Hong Kong s'}, {'label': 'ORG', 'term': 'View'}]","[13.76598429, 100.67705078]",TH,Bangkok,Saphan Sung District,Saphan Sung Subdistrict,"[[[100.658652, 13.730883], [100.658652, 13.798185], [100.71656, 13.798185], [100.71656, 13.730883]]]",TH,Bangkok,Saphan Sung District,Saphan Sung Subdistrict,WORLDWIDE,GB,England,Greater Manchester,Manchester,,,,,,"['Hong Kong', 'Wuhan', 'Hong Kong s']","['CN', 'CN', 'TW']","['Hong Kong', 'Hubei', 'UNK']","['UNK', ""Jiang'an District"", 'UNK']","['UNK', 'Wuhan', 'Kaohsiung']",13.76598429,100.67705078
2426056,1224228502393716736,2020-02-03T07:09:54,en,2790344196,,,,0.48,0,PER,F,"[{'label': 'PERSON', 'term': 'Hai Phong'}, {'label': 'GPE', 'term': 'Vietnam'}]","[20.8523, 106.7005]",VN,,,Haiphong,"[[[106.400608, 20.597857], [106.400608, 21.020233], [107.109708, 21.020233], [107.109708, 20.597857]]]",VN,,,,Europe,,,,,,,,,,['Vietnam'],['VN'],['UNK'],['UNK'],['UNK'],20.8523,106.7005
2432975,1224230875988209665,2020-02-03T07:19:20,en,1043099688,,,,0.553,0,PER,M,"[{'label': 'GPE', 'term': 'Thailand'}, {'label': 'CARDINAL', 'term': 'two'}, {'label': 'GPE', 'term': 'Wuhan'}, {'label': 'ORG', 'term': 's Health Ministry'}, {'label': 'GPE', 'term': 'Chinatown'}, {'label': 'GPE', 'term': 'Milan'}]","[45.48138889, 9.17666667]",IT,Lombardy,Milan,Milan,"[[[9.040628, 45.386726], [9.040628, 45.535964], [9.278045, 45.535964], [9.278045, 45.386726]]]",IT,Lombardy,Milan,,,,,,,"['Refractive Surgery', 'Macula', 'Retina']","['IN', 'OM', 'ES']","['Maharashtra', 'Ash Sharqiyah South', 'Castile and León']","['Aurangabad', 'UNK', 'Ávila']","['Aurangabad', 'UNK', 'UNK']","['Thailand', 'Wuhan', 'Chinatown', 'Milan']","['TH', 'CN', 'US', 'IT']","['UNK', 'Hubei', 'California', 'Lombardy']","['UNK', ""Jiang'an District"", 'Los Angeles County', 'Milan']","['UNK', 'Wuhan', 'Los Angeles', 'UNK']",45.48138889,9.17666667
2433862,1224231172903002112,2020-02-03T07:20:31,it,1043099688,,,,0.534,0,PER,M,"[{'label': 'COVID-Entity', 'term': 'Coronavirus'}, {'label': 'LOC', 'term': 'Italia'}]","[45.48138889, 9.17666667]",IT,Lombardy,Milan,Milan,"[[[9.040628, 45.386726], [9.040628, 45.535964], [9.278045, 45.535964], [9.278045, 45.386726]]]",IT,Lombardy,Milan,,,,,,,"['Refractive Surgery', 'Macula', 'Retina']","['IN', 'OM', 'ES']","['Maharashtra', 'Ash Sharqiyah South', 'Castile and León']","['Aurangabad', 'UNK', 'Ávila']","['Aurangabad', 'UNK', 'UNK']",['Italia'],['IT'],['UNK'],['UNK'],['UNK'],45.48138889,9.17666667
2441437,1224233827696095232,2020-02-03T07:31:04,en,1316862031,,,,0.606,0,UNK,,,"[52.232222, 21.008333]",PL,Masovian Voivodeship,,Warsaw,"[[[20.852552, 52.097709], [20.852552, 52.367962], [21.271028, 52.367962], [21.271028, 52.097709]]]",PL,Masovian Voivodeship,,Warsaw,,,,,,,,,,,,,,,,52.232222,21.008333
2452922,1224237931348389888,2020-02-03T07:47:22,en,3665398158,,,,0.824,-1,ORG,,"[{'label': 'GPE', 'term': 'China'}, {'label': 'ORG', 'term': 'Magic'}, {'label': 'ORDINAL', 'term': 'first'}, {'label': 'ORG', 'term': 'Shaoxing'}]","[30, 120.583]",CN,Zhejiang,,Shaoxing,"[[[117.998322, 27.14303], [117.998322, 31.176662], [122.65458, 31.176662], [122.65458, 27.14303]]]",CN,Zhejiang,,,"浙江, 中华人民共和国",CN,Zhejiang,,,,,,,,['China'],['CN'],['UNK'],['UNK'],['UNK'],30.0,120.583
2455851,1224238979899383812,2020-02-03T07:51:32,es,1316862031,,,,0.619,0,UNK,,"[{'label': 'LOC', 'term': 'China'}]","[52.232222, 21.008333]",PL,Masovian Voivodeship,,Warsaw,"[[[20.852552, 52.097709], [20.852552, 52.367962], [21.271028, 52.367962], [21.271028, 52.097709]]]",PL,Masovian Voivodeship,,Warsaw,,,,,,,,,,,['China'],['CN'],['UNK'],['UNK'],['UNK'],52.232222,21.008333
2468606,1224243399542239235,2020-02-03T08:09:06,en,2373691687,,,,0.806,-1,ORG,,"[{'label': 'CARDINAL', 'term': '240'}, {'label': 'CARDINAL', 'term': '240'}, {'label': 'GPE', 'term': 'Mexico'}]","[12.9366966, 100.9309878]",TH,Chon Buri Province,,,"[[[100.663119, 12.771393], [100.663119, 13.086652], [101.102689, 13.086652], [101.102689, 12.771393]]]",TH,Chon Buri Province,,,"Pattaya, Thailand",TH,Chon Buri Province,,Pattaya,,,,,,['Mexico'],['MX'],['UNK'],['UNK'],['UNK'],12.9366966,100.9309878
2470718,1224244096191156224,2020-02-03T08:11:52,es,1008983218299854848,,,,0.755,-1,ORG,,"[{'label': 'LOC', 'term': 'Gobernadora de Tokio'}, {'label': 'MISC', 'term': 'Juegos Olmpicos'}, {'label': 'MISC', 'term': 'La gobernadora de la prefectura de Tokio'}, {'label': 'PERSON', 'term': 'Yuriko Koike'}]","[35.70055556, 139.715]",JP,,,Shinjuku,"[[[139.673228, 35.673404], [139.673228, 35.72991], [139.745133, 35.72991], [139.745133, 35.673404]]]",JP,,,Shinjuku,Colombia,CO,,,,,,,,,,,,,,35.70055556,139.715
2471337,1224244295886102528,2020-02-03T08:12:40,in,42894164,,,,0.66,0,PER,M,"[{'label': 'GPE', 'term': 'Shanghai'}, {'label': 'GPE', 'term': 'Shanghai'}, {'label': 'FAC', 'term': 'Pudong International Airport'}]","[31.143333, 121.805278]",CN,,,Pudong,"[[[120.858322, 30.69094], [120.858322, 31.86889], [121.9733, 31.86889], [121.9733, 30.69094]]]",CN,,,,Shanghai,CN,,,Shanghai,,,,,,"['Shanghai', 'Shanghai', 'Pudong International Airport']","['CN', 'CN', 'CN']","['UNK', 'UNK', 'UNK']","['UNK', 'UNK', 'UNK']","['Shanghai', 'Shanghai', 'Pudong']",31.143333,121.805278
2475449,1224245636641456129,2020-02-03T08:17:59,in,3652706653,,,,0.629,0,UNK,,"[{'label': 'CARDINAL', 'term': '54'}, {'label': 'PERSON', 'term': 'dan Disinformasi'}, {'label': 'PERSON', 'term': 'Coronavirus telah'}, {'label': 'PERSON', 'term': 'Kementerian Komunikasi dan Informatika'}, {'label': 'NORP', 'term': 'Tindakan'}, {'label': 'PERSON', 'term': 'dari semakin'}, {'label': 'ORG', 'term': 'Kemkominfo'}, {'label': 'ORG', 'term': 'Ditjen Aplikasi Informatika'}]","[-6.17512623, 106.82199135]",ID,,,Jakarta Special Capital Region,"[[[106.807441, -6.180635], [106.807441, -6.157287], [106.846151, -6.157287], [106.846151, -6.180635]]]",ID,,,Jakarta Special Capital Region,,,,,,,,,,,,,,,,-6.17512623,106.82199135
2478482,1224246670814216200,2020-02-03T08:22:06,it,720004323359526912,,,,0.962,-1,ORG,,"[{'label': 'MISC', 'term': 'Ominicchio'}, {'label': 'PERSON', 'term': 'Uomo Purtroppo'}]","[43.7833, 11.25]",IT,Tuscany,Metropolitan City of Florence,Florence,"[[[11.14965, 43.725959], [11.14965, 43.835458], [11.339984, 43.835458], [11.339984, 43.725959]]]",IT,Tuscany,Metropolitan City of Florence,Florence,Calenzano,IT,Tuscany,Metropolitan City of Florence,,,,,,,,,,,,43.7833,11.25
2487998,1224249802994544640,2020-02-03T08:34:33,en,191092262,,,,0.569,-1,UNK,,"[{'label': 'ORG', 'term': 'Stigma Ireland Coronavirus Outbreak'}, {'label': 'TIME', 'term': 'this morning'}, {'label': 'DATE', 'term': '30 January 2020'}, {'label': 'ORG', 'term': 'the World Health Organisation'}, {'label': 'COVID-Entity', 'term': 'Coronavirus'}]","[45.75975883, -73.56725453]",CA,Quebec,Les Moulins,,"[[[-73.700164, 45.716103], [-73.700164, 45.821364], [-73.526116, 45.821364], [-73.526116, 45.716103]]]",CA,Quebec,Les Moulins,,,,,,,,,,,,,,,,,45.75975883,-73.56725453
2491402,1224250923972812802,2020-02-03T08:39:00,es,847679196008599553,,,,0.535,-1,PER,M,"[{'label': 'MISC', 'term': 'Se acuerdan de la influenza As andbamos'}, {'label': 'MISC', 'term': 'CDMX Centro Histrico'}]","[19.4341205, -99.1364556]",MX,,,Mexico City,"[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]",MX,,,Mexico City,,,,,,,,,,,,,,,,19.4341205,-99.1364556
2495031,1224252067599896576,2020-02-03T08:43:33,en,853007708814954496,,,,0.658,0,PER,F,"[{'label': 'GPE', 'term': 'San Francisco'}, {'label': 'CARDINAL', 'term': '3'}, {'label': 'GPE', 'term': 'San Benito'}, {'label': 'GPE', 'term': 'Santa Clara'}, {'label': 'EVENT', 'term': 'San Francisco Chronicle 3'}, {'label': 'GPE', 'term': 'San Benito'}, {'label': 'GPE', 'term': 'Santa Clara'}, {'label': 'PERSON', 'term': 'Cody JDMorris'}]","[37.7485909, -122.4190191]",US,California,San Francisco,San Francisco,"[[[-122.514926, 37.708075], [-122.514926, 37.833238], [-122.357031, 37.833238], [-122.357031, 37.708075]]]",US,California,San Francisco,,"San Francisco, CA",US,California,San Francisco,,,,,,,"['San Francisco', 'San Benito', 'Santa Clara', 'San Benito', 'Santa Clara']","['PH', 'CO', 'CU', 'CO', 'CU']","['Cebu', 'Santander', 'Villa Clara', 'Santander', 'Villa Clara']","['UNK', 'San Benito', 'UNK', 'San Benito', 'UNK']","['UNK', 'UNK', 'Santa Clara', 'UNK', 'Santa Clara']",37.7485909,-122.4190191
2499364,1224253465821450240,2020-02-03T08:49:06,en,45768931,,,,0.881,-1,GPE,,"[{'label': 'PERSON', 'term': 'HKFP Coronavirus'}, {'label': 'GPE', 'term': 'Hong Kong'}, {'label': 'GPE', 'term': 'China'}]","[22.28292, 114.1384378]",CN,Hong Kong,,Hong Kong Island,"[[[114.109911, 22.252085], [114.109911, 22.301655], [114.169855, 22.301655], [114.169855, 22.252085]]]",CN,Hong Kong,,,Hong Kong,CN,Hong Kong,,,['Hong Kong News'],['CN'],['Hong Kong'],['Sai Kung District'],['UNK'],"['Hong Kong', 'China']","['CN', 'CN']","['Hong Kong', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",22.28292,114.1384378
2504042,1224255066019901440,2020-02-03T08:55:27,hi,1214600707262693376,,,,0.642,-1,PER,M,"[{'label': 'GPE', 'term': 'Madhya'}]","[23.25, 77.417]",IN,Madhya Pradesh,Huzur Tahsil,Bhopal,"[[[77.179207, 23.089394], [77.179207, 23.455596], [77.629744, 23.455596], [77.629744, 23.089394]]]",IN,Madhya Pradesh,,,Bhopal,IN,Madhya Pradesh,,,,,,,,['Madhya'],['IN'],['Madhya Pradesh'],['UNK'],['UNK'],23.25,77.417
2505941,1224255682070941696,2020-02-03T08:57:54,ca,2354921233,,,,0.499,-1,PER,M,"[{'label': 'MISC', 'term': 'Supplication for Coronavirus Vidyaranya Pura'}, {'label': 'LOC', 'term': 'Bangalore North'}]","[13.07926123, 77.5589863]",IN,Karnataka,Bangalore North,Bengaluru,"[[[77.373474, 12.919037], [77.373474, 13.231381], [77.739371, 13.231381], [77.739371, 12.919037]]]",IN,Karnataka,Bangalore North,Bengaluru,Bangalore India,IN,Karnataka,Bangalore North,Bengaluru,,,,,,['Bangalore North'],['IN'],['Karnataka'],['Bangalore North'],['UNK'],13.07926123,77.5589863
2510367,1224257102165622785,2020-02-03T09:03:33,en,208056970,,,,0.581,-1,PER,F,"[{'label': 'ORG', 'term': 'UTC 7 KR'}, {'label': 'GPE', 'term': 'US'}, {'label': 'NORP', 'term': 'Americans'}, {'label': 'GPE', 'term': 'South Korea'}]","[49.24963985, -123.12713019]",CA,British Columbia,,Vancouver,"[[[-123.224215, 49.19854], [-123.224215, 49.316738], [-123.022947, 49.316738], [-123.022947, 49.19854]]]",CA,British Columbia,,Vancouver,WORLDWIDE,GB,England,Greater Manchester,Manchester,,,,,,"['US', 'South Korea']","['US', 'KR']","['UNK', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",49.24963985,-123.12713019
2510380,1224257104225034241,2020-02-03T09:03:33,en,208056970,,,,0.764,-1,PER,F,"[{'label': 'ORG', 'term': 'UTC 7'}, {'label': 'GPE', 'term': 'Korea'}, {'label': 'GPE', 'term': 'Wuhan'}, {'label': 'GPE', 'term': 'South Korea'}, {'label': 'DATE', 'term': 'Tuesday'}, {'label': 'GPE', 'term': 'Wuhan'}]","[49.24963985, -123.12713019]",CA,British Columbia,,Vancouver,"[[[-123.224215, 49.19854], [-123.224215, 49.316738], [-123.022947, 49.316738], [-123.022947, 49.19854]]]",CA,British Columbia,,Vancouver,WORLDWIDE,GB,England,Greater Manchester,Manchester,,,,,,"['Korea', 'Wuhan', 'South Korea', 'Wuhan']","['KR', 'CN', 'KR', 'CN']","['UNK', 'Hubei', 'UNK', 'Hubei']","['UNK', ""Jiang'an District"", 'UNK', ""Jiang'an District""]","['UNK', 'Wuhan', 'UNK', 'Wuhan']",49.24963985,-123.12713019
2530537,1224263704134463489,2020-02-03T09:29:47,en,700672076550508544,,,,0.527,0,PER,M,"[{'label': 'FAC', 'term': 'coronavirusoutbreak corona'}, {'label': 'NORP', 'term': 'sufism'}, {'label': 'ORG', 'term': 'Bareilly'}]","[28.35, 79.4167]",IN,Uttar Pradesh,Bareilly,Bareilly,"[[[79.138936, 28.210856], [79.138936, 28.601237], [79.608334, 28.601237], [79.608334, 28.210856]]]",IN,Uttar Pradesh,,,"Bareilly, India",IN,Uttar Pradesh,,,,,,,,,,,,,28.35,79.4167
2532261,1224264273637134336,2020-02-03T09:32:03,it,145404573,,,,0.818,1,ORG,,"[{'label': 'PERSON', 'term': 'Spallanzani'}, {'label': 'MISC', 'term': 'Rilanciamo la nostra proposta del Piano per l Italia laumento'}]","[44.899, 8.2079]",IT,Piemont,Asti,Asti,"[[[8.088216, 44.841131], [8.088216, 44.994155], [8.31666, 44.994155], [8.31666, 44.841131]]]",IT,Piemont,Asti,,"Asti, Piemonte",IT,Piemont,Asti,,,,,,,,,,,,44.899,8.2079
